tracking_range,annotation_range,tracking_frames,annotation_frames,overlap_frames,tracking_utilization_ratio,annotation_coverage_ratio,status,action,final_range,folder,file
"(198, 19022)","(445, 10924)",18825,10480,10480,0.556707,1.0,manual_review,check_alignment,"(445, 10924)",SparklingTapir,1289903608.parquet
"(0, 18001)","(389, 16244)",18002,15856,15856,0.880791,1.0,manual_review,check_alignment,"(389, 16244)",SparklingTapir,1320793692.parquet
"(0, 10806)","(10, 9554)",10807,9545,9545,0.883224,1.0,manual_review,check_alignment,"(10, 9554)",SparklingTapir,1323634202.parquet
"(0, 5318)","(252, 4993)",5319,4742,4742,0.891521,1.0,manual_review,check_alignment,"(252, 4993)",SparklingTapir,1324626464.parquet
"(0, 1649)","(118, 630)",1650,513,513,0.310909,1.0,manual_review,check_alignment,"(118, 630)",SparklingTapir,1370864222.parquet
"(0, 18001)","(59, 17816)",18002,17758,17758,0.986446,1.0,auto_trim,trim_to_intersection,"(59, 17816)",SparklingTapir,1467427271.parquet
"(0, 18001)","(197, 14418)",18002,14222,14222,0.790023,1.0,manual_review,check_alignment,"(197, 14418)",SparklingTapir,1481654558.parquet
"(0, 17999)","(10143, 10557)",18000,415,415,0.023056,1.0,manual_review,check_alignment,"(10143, 10557)",SparklingTapir,1497516919.parquet
"(0, 1649)","(6, 1624)",1650,1619,1619,0.981212,1.0,auto_trim,trim_to_intersection,"(6, 1624)",SparklingTapir,1500351368.parquet
"(0, 17999)","(3406, 16087)",18000,12682,12682,0.704556,1.0,manual_review,check_alignment,"(3406, 16087)",SparklingTapir,1517321425.parquet
"(998, 5180)","(2624, 3394)",4183,771,771,0.184317,1.0,manual_review,check_alignment,"(2624, 3394)",SparklingTapir,1548588128.parquet
"(0, 18001)","(112, 16253)",18002,16142,16142,0.896678,1.0,manual_review,check_alignment,"(112, 16253)",SparklingTapir,1565453395.parquet
"(0, 17999)","(8580, 17699)",18000,9120,9120,0.506667,1.0,manual_review,check_alignment,"(8580, 17699)",SparklingTapir,1580642046.parquet
"(198, 19028)","(423, 18813)",18831,18391,18391,0.976634,1.0,auto_trim,trim_to_intersection,"(423, 18813)",SparklingTapir,159008741.parquet
"(0, 18001)","(205, 16678)",18002,16474,16474,0.915121,1.0,manual_review,check_alignment,"(205, 16678)",SparklingTapir,160640380.parquet
"(0, 17999)","(10016, 15274)",18000,5259,5259,0.292167,1.0,manual_review,check_alignment,"(10016, 15274)",SparklingTapir,1625103025.parquet
"(0, 1649)","(98, 1589)",1650,1492,1492,0.904242,1.0,manual_review,check_alignment,"(98, 1589)",SparklingTapir,1668409009.parquet
"(0, 10972)","(68, 8678)",10973,8611,8611,0.784744,1.0,manual_review,check_alignment,"(68, 8678)",SparklingTapir,1696052337.parquet
"(0, 1649)","(315, 1129)",1650,815,815,0.493939,1.0,manual_review,check_alignment,"(315, 1129)",SparklingTapir,1700880638.parquet
"(0, 10406)","(187, 7313)",10407,7127,7127,0.684828,1.0,manual_review,check_alignment,"(187, 7313)",SparklingTapir,1702238292.parquet
"(0, 11083)","(161, 10814)",11084,10654,10654,0.961205,1.0,auto_trim,trim_to_intersection,"(161, 10814)",SparklingTapir,1707173618.parquet
"(0, 11021)","(110, 9220)",11022,9111,9111,0.826619,1.0,manual_review,check_alignment,"(110, 9220)",SparklingTapir,1727709528.parquet
"(0, 969)","(80, 850)",970,771,771,0.794845,1.0,manual_review,check_alignment,"(80, 850)",SparklingTapir,1742534206.parquet
"(0, 1649)","(1132, 1150)",1650,19,19,0.011515,1.0,manual_review,check_alignment,"(1132, 1150)",SparklingTapir,1863117852.parquet
"(0, 17999)","(3620, 17772)",18000,14153,14153,0.786278,1.0,manual_review,check_alignment,"(3620, 17772)",SparklingTapir,1882614402.parquet
"(1998, 4834)","(2164, 3968)",2837,1805,1805,0.636235,1.0,manual_review,check_alignment,"(2164, 3968)",SparklingTapir,1942017841.parquet
"(198, 18806)","(625, 17975)",18609,17351,17351,0.932398,1.0,manual_review,check_alignment,"(625, 17975)",SparklingTapir,1981250306.parquet
"(1098, 5547)","(1933, 2317)",4450,385,385,0.086517,1.0,manual_review,check_alignment,"(1933, 2317)",SparklingTapir,2030735934.parquet
"(0, 18001)","(91, 17092)",18002,17002,17002,0.944451,1.0,manual_review,check_alignment,"(91, 17092)",SparklingTapir,2036366833.parquet
"(0, 17999)","(11365, 16311)",18000,4947,4947,0.274833,1.0,manual_review,check_alignment,"(11365, 16311)",SparklingTapir,276682473.parquet
"(0, 5306)","(274, 3036)",5307,2763,2763,0.520633,1.0,manual_review,check_alignment,"(274, 3036)",SparklingTapir,385126201.parquet
"(198, 19874)","(1899, 19579)",19677,17681,17681,0.898562,1.0,manual_review,check_alignment,"(1899, 19579)",SparklingTapir,397029082.parquet
"(0, 969)","(33, 969)",970,937,937,0.965979,1.0,auto_trim,trim_to_intersection,"(33, 969)",SparklingTapir,413085535.parquet
"(0, 17999)","(219, 17367)",18000,17149,17149,0.952722,1.0,auto_trim,trim_to_intersection,"(219, 17367)",SparklingTapir,426173640.parquet
"(0, 17999)","(4415, 17862)",18000,13448,13448,0.747111,1.0,manual_review,check_alignment,"(4415, 17862)",SparklingTapir,432830442.parquet
"(0, 1649)","(0, 1538)",1650,1539,1539,0.932727,1.0,manual_review,check_alignment,"(0, 1538)",SparklingTapir,449008671.parquet
"(0, 10697)","(0, 7275)",10698,7276,7276,0.680127,1.0,manual_review,check_alignment,"(0, 7275)",SparklingTapir,480344368.parquet
"(0, 10837)","(0, 9011)",10838,9012,9012,0.831519,1.0,manual_review,check_alignment,"(0, 9011)",SparklingTapir,504327699.parquet
"(0, 17999)","(4941, 17998)",18000,13058,13058,0.725444,1.0,manual_review,check_alignment,"(4941, 17998)",SparklingTapir,530169751.parquet
"(0, 1530)","(0, 1437)",1531,1438,1438,0.939255,1.0,manual_review,check_alignment,"(0, 1437)",SparklingTapir,58714936.parquet
"(898, 5280)","(898, 5098)",4383,4201,4201,0.958476,1.0,auto_trim,trim_to_intersection,"(898, 5098)",SparklingTapir,606764826.parquet
"(0, 18001)","(323, 16813)",18002,16491,16491,0.916065,1.0,manual_review,check_alignment,"(323, 16813)",SparklingTapir,670910750.parquet
"(0, 17999)","(9412, 16724)",18000,7313,7313,0.406278,1.0,manual_review,check_alignment,"(9412, 16724)",SparklingTapir,696042182.parquet
"(0, 18001)","(200, 17771)",18002,17572,17572,0.976114,1.0,auto_trim,trim_to_intersection,"(200, 17771)",SparklingTapir,738250759.parquet
"(0, 5323)","(687, 5124)",5324,4438,4438,0.833584,1.0,manual_review,check_alignment,"(687, 5124)",SparklingTapir,762080930.parquet
"(0, 18001)","(1359, 15221)",18002,13863,13863,0.770081,1.0,manual_review,check_alignment,"(1359, 15221)",SparklingTapir,961245099.parquet
"(0, 10569)","(844, 5176)",10570,4333,4333,0.409934,1.0,manual_review,check_alignment,"(844, 5176)",SparklingTapir,975035187.parquet
"(0, 1649)","(357, 1461)",1650,1105,1105,0.669697,1.0,manual_review,check_alignment,"(357, 1461)",SparklingTapir,981363505.parquet
"(1484, 18265)","(1679, 18211)",16782,16533,16533,0.985163,1.0,auto_trim,trim_to_intersection,"(1679, 18211)",TranquilPanther,1057775501.parquet
"(2118, 18676)","(2284, 18647)",16559,16364,16364,0.988224,1.0,auto_trim,trim_to_intersection,"(2284, 18647)",TranquilPanther,1360332361.parquet
"(986, 18043)","(1314, 16742)",17058,15429,15429,0.904502,1.0,manual_review,check_alignment,"(1314, 16742)",TranquilPanther,1456719978.parquet
"(644, 145231)","(1392, 144045)",144588,142654,142654,0.986624,1.0,auto_trim,trim_to_intersection,"(1392, 144045)",TranquilPanther,1462669248.parquet
"(1013, 54606)","(1208, 54258)",53594,53051,53051,0.989868,1.0,auto_trim,trim_to_intersection,"(1208, 54258)",TranquilPanther,1510465149.parquet
"(320, 18043)","(394, 17978)",17724,17585,17585,0.992158,1.0,aligned,none,"(394, 17978)",TranquilPanther,1557355665.parquet
"(769, 125328)","(822, 123552)",124560,122731,122731,0.985316,1.0,auto_trim,trim_to_intersection,"(822, 123552)",TranquilPanther,1582739342.parquet
"(283, 18044)","(552, 17757)",17762,17206,17206,0.968697,1.0,auto_trim,trim_to_intersection,"(552, 17757)",TranquilPanther,1651649809.parquet
"(557, 58891)","(765, 58857)",58335,58093,58093,0.995852,1.0,aligned,none,"(765, 58857)",TranquilPanther,1732555338.parquet
"(708, 119371)","(768, 119022)",118664,118255,118255,0.996553,1.0,aligned,none,"(768, 119022)",TranquilPanther,1735658729.parquet
"(536, 18043)","(569, 17931)",17508,17363,17363,0.991718,1.0,aligned,none,"(569, 17931)",TranquilPanther,1831430173.parquet
"(808, 18120)","(1205, 17611)",17313,16407,16407,0.947669,1.0,manual_review,check_alignment,"(1205, 17611)",TranquilPanther,1831501720.parquet
"(670, 18043)","(2169, 17445)",17374,15277,15277,0.879302,1.0,manual_review,check_alignment,"(2169, 17445)",TranquilPanther,1895797255.parquet
"(775, 37966)","(790, 37882)",37192,37093,37093,0.997338,1.0,aligned,none,"(790, 37882)",TranquilPanther,1907520217.parquet
"(982, 45162)","(1662, 44285)",44181,42624,42624,0.964759,1.0,auto_trim,trim_to_intersection,"(1662, 44285)",TranquilPanther,1979655353.parquet
"(434, 32400)","(511, 32187)",31967,31677,31677,0.990928,1.0,aligned,none,"(511, 32187)",TranquilPanther,2138781893.parquet
"(495, 18042)","(571, 17951)",17548,17381,17381,0.990483,1.0,aligned,none,"(571, 17951)",TranquilPanther,357532314.parquet
"(325, 142722)","(386, 142656)",142398,142271,142271,0.999108,1.0,aligned,none,"(386, 142656)",TranquilPanther,431495718.parquet
"(858, 68960)","(871, 68879)",68103,68009,68009,0.99862,1.0,aligned,none,"(871, 68879)",TranquilPanther,477037938.parquet
"(390, 58039)","(634, 57305)",57650,56672,56672,0.983036,1.0,auto_trim,trim_to_intersection,"(634, 57305)",TranquilPanther,489560891.parquet
"(1005, 68747)","(1036, 68666)",67743,67631,67631,0.998347,1.0,aligned,none,"(1036, 68666)",TranquilPanther,62660378.parquet
"(497, 60345)","(650, 59368)",59849,58719,58719,0.981119,1.0,auto_trim,trim_to_intersection,"(650, 59368)",TranquilPanther,651966739.parquet
"(356, 37404)","(383, 37403)",37049,37021,37021,0.999244,1.0,aligned,none,"(383, 37403)",TranquilPanther,675356666.parquet
"(259, 16176)","(288, 15750)",15918,15463,15463,0.971416,1.0,auto_trim,trim_to_intersection,"(288, 15750)",TranquilPanther,675808983.parquet
"(877, 18043)","(1160, 17444)",17167,16285,16285,0.948622,1.0,manual_review,check_alignment,"(1160, 17444)",TranquilPanther,962638464.parquet
"(0, 14619)","(4580, 13968)",14620,9389,9389,0.642202,1.0,manual_review,check_alignment,"(4580, 13968)",UppityFerret,1085105007.parquet
"(0, 14999)","(294, 14711)",15000,14418,14418,0.9612,1.0,auto_trim,trim_to_intersection,"(294, 14711)",UppityFerret,1131517877.parquet
"(0, 14998)","(146, 13303)",14999,13158,13158,0.877258,1.0,manual_review,check_alignment,"(146, 13303)",UppityFerret,1170955420.parquet
"(0, 14997)","(19, 14771)",14998,14753,14753,0.983664,1.0,auto_trim,trim_to_intersection,"(19, 14771)",UppityFerret,1197493895.parquet
"(0, 14997)","(6463, 13791)",14998,7329,7329,0.488665,1.0,manual_review,check_alignment,"(6463, 13791)",UppityFerret,1241990995.parquet
"(0, 14998)","(369, 14549)",14999,14181,14181,0.945463,1.0,manual_review,check_alignment,"(369, 14549)",UppityFerret,1266852458.parquet
"(0, 14999)","(1807, 14989)",15000,13183,13183,0.878867,1.0,manual_review,check_alignment,"(1807, 14989)",UppityFerret,1335286655.parquet
"(0, 14999)","(0, 14978)",15000,14979,14979,0.9986,1.0,aligned,none,"(0, 14978)",UppityFerret,1610683375.parquet
"(0, 14999)","(732, 14937)",15000,14206,14206,0.947067,1.0,manual_review,check_alignment,"(732, 14937)",UppityFerret,1725214092.parquet
"(0, 14997)","(63, 14927)",14998,14865,14865,0.991132,1.0,aligned,none,"(63, 14927)",UppityFerret,1960237444.parquet
"(0, 14996)","(1909, 14884)",14997,12976,12976,0.86524,1.0,manual_review,check_alignment,"(1909, 14884)",UppityFerret,203484552.parquet
"(0, 14997)","(0, 14860)",14998,14861,14861,0.990865,1.0,aligned,none,"(0, 14860)",UppityFerret,2045808129.parquet
"(0, 14997)","(73, 14612)",14998,14540,14540,0.969463,1.0,auto_trim,trim_to_intersection,"(73, 14612)",UppityFerret,2104375029.parquet
"(0, 14996)","(79, 14995)",14997,14917,14917,0.994666,1.0,aligned,none,"(79, 14995)",UppityFerret,403002745.parquet
"(0, 14994)","(0, 14908)",14995,14909,14909,0.994265,1.0,aligned,none,"(0, 14908)",UppityFerret,414099215.parquet
"(0, 14996)","(143, 14978)",14997,14836,14836,0.989265,1.0,auto_trim,trim_to_intersection,"(143, 14978)",UppityFerret,50183736.parquet
"(0, 14995)","(10, 14888)",14996,14879,14879,0.992198,1.0,aligned,none,"(10, 14888)",UppityFerret,532567355.parquet
"(0, 14998)","(216, 14855)",14999,14640,14640,0.976065,1.0,auto_trim,trim_to_intersection,"(216, 14855)",UppityFerret,602691466.parquet
"(0, 14772)","(684, 14771)",14773,14088,14088,0.953632,1.0,auto_trim,trim_to_intersection,"(684, 14771)",UppityFerret,659002593.parquet
"(0, 14997)","(46, 14996)",14998,14951,14951,0.996866,1.0,aligned,none,"(46, 14996)",UppityFerret,815797699.parquet
"(0, 14996)","(962, 14331)",14997,13370,13370,0.891512,1.0,manual_review,check_alignment,"(962, 14331)",UppityFerret,86824777.parquet
